chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1
chr2,123025000,123030000,chr2,123030000,123035000,4,9.11580148620179e-20,0
chr4,126550000,126555000,chr4,126560000,126565000,1,4.1208710751634e-05,0
chr4,59900000,59905000,chr4,59905000,59910000,1,1.72395100621616e-05,0
chr4,76530000,76535000,chr4,76535000,76540000,2,1.43813988125453e-08,0
chr12,102370000,102375000,chr12,102375000,102380000,3,3.87016195356974e-12,0
chr3,117495000,117500000,chr3,117500000,117505000,1,3.5363570954474e-06,0
chr7,24595000,24600000,chr7,24605000,24610000,1,0.000138766738714328,0
chr20,8625000,8630000,chr20,8630000,8635000,3,2.71928677235023e-14,0
chr11,39265000,39270000,chr11,39275000,39280000,1,6.05608759185832e-05,0
chr10,19075000,19080000,chr10,19080000,19085000,3,1.32117915133593e-13,0
chrX,16710000,16715000,chrX,16720000,16725000,1,0.000132896613016571,0
chrX,95880000,95885000,chrX,95885000,95890000,2,1.72816474258811e-11,0
chr1,89235000,89240000,chr1,89245000,89250000,1,0.000208685990942684,0
chr4,156200000,156205000,chr4,156205000,156210000,1,1.73521017911245e-05,0
chr21,19930000,19935000,chr21,19935000,19940000,1,1.44955723059525e-05,0
chr18,63330000,63335000,chr18,63335000,63340000,1,6.80579743332035e-06,0
chrX,33155000,33160000,chrX,33165000,33170000,1,2.48832559457492e-05,0
chr5,58540000,58545000,chr5,58545000,58550000,2,2.47732285203349e-09,0
chr9,75635000,75640000,chr9,75640000,75645000,2,2.83405457670992e-09,0
chr1,86195000,86200000,chr1,86200000,86205000,1,2.85111804248158e-05,0
chr2,215895000,215900000,chr2,215900000,215905000,2,3.11606343252872e-09,0
chr4,57710000,57715000,chr4,57715000,57720000,2,1.71171564007206e-08,0
chr5,30990000,30995000,chr5,30995000,31000000,3,1.87926765436919e-13,0
chrX,138620000,138625000,chrX,138625000,138630000,1,5.91098015320632e-05,0
chr5,159630000,159635000,chr5,159645000,159650000,1,0.000231182973470021,0
chrX,17120000,17125000,chrX,17125000,17130000,2,4.78466188615269e-09,0
chr11,121940000,121945000,chr11,121950000,121955000,1,9.23166675245017e-05,0
chr5,171060000,171065000,chr5,171070000,171075000,1,0.000107239027411899,0
chr6,23185000,23190000,chr6,23195000,23200000,1,8.60665897657488e-05,0
chr4,123115000,123120000,chr4,123125000,123130000,1,8.94689011390282e-05,0
chr5,3415000,3420000,chr5,3420000,3425000,3,3.48718472234586e-13,0
chr2,22890000,22895000,chr2,22895000,22900000,2,2.68153469770269e-09,0
chr18,74335000,74340000,chr18,74345000,74350000,1,3.42532534910589e-05,0
chr13,30445000,30450000,chr13,30455000,30460000,1,8.46280808222213e-05,0
chr3,95030000,95035000,chr3,95035000,95040000,2,4.05919749789419e-10,0
chr14,88675000,88680000,chr14,88685000,88690000,1,5.56030213972137e-05,0
chr22,22610000,22615000,chr22,22615000,22620000,2,4.24309547230997e-09,0
chr2,46765000,46770000,chr2,46770000,46775000,1,0.000258905756648937,0
chr5,34315000,34320000,chr5,34320000,34325000,1,2.68890415888989e-05,0
chr1,216840000,216845000,chr1,216845000,216850000,4,2.59830009329857e-17,0
chr6,133330000,133335000,chr6,133340000,133345000,1,5.55446497141096e-05,0
chr10,61295000,61300000,chr10,61300000,61305000,1,4.77887849262588e-05,0
chr7,79490000,79495000,chr7,79495000,79500000,4,2.12633325760703e-17,0
chr11,49470000,49475000,chr11,49475000,49480000,1,1.21436142681054e-05,0
chrX,4850000,4855000,chrX,4855000,4860000,1,2.3769851979591e-05,0
chr3,114275000,114280000,chr3,114280000,114285000,2,1.37625863834403e-09,0
chr9,129260000,129265000,chr9,129265000,129270000,4,1.08298163931494e-18,0
chr13,24205000,24210000,chr13,24210000,24215000,3,7.33374565010968e-14,0
chr2,35350000,35355000,chr2,35355000,35360000,4,4.6938833547682e-19,0
chr5,43790000,43795000,chr5,43795000,43800000,2,1.64557027280927e-09,0
chr4,98355000,98360000,chr4,98360000,98365000,2,6.63289775370488e-10,0
chr2,51460000,51465000,chr2,51470000,51475000,1,6.8041346632771e-05,0
chr5,62525000,62530000,chr5,62530000,62535000,3,3.18843894165485e-14,0
chr4,172395000,172400000,chr4,172400000,172405000,2,2.04871832396957e-09,0
chrX,90655000,90660000,chrX,90660000,90665000,1,1.85030496514779e-05,0
chr13,93760000,93765000,chr13,93765000,93770000,2,2.30617539344397e-10,0
chr10,101565000,101570000,chr10,101570000,101575000,2,3.70719101736219e-09,0
chr4,32810000,32815000,chr4,32815000,32820000,1,1.61636205422001e-05,0
chr5,129970000,129975000,chr5,129975000,129980000,1,2.83902481871144e-05,0
chr17,36235000,36240000,chr17,36240000,36245000,2,1.11287147440464e-09,0
chr6,96775000,96780000,chr6,96780000,96785000,3,1.53245867097562e-14,0
chr4,85055000,85060000,chr4,85065000,85070000,1,6.74867776485706e-05,0
chr3,69625000,69630000,chr3,69630000,69635000,3,2.49479657170691e-14,0
chr2,73765000,73770000,chr2,73770000,73775000,2,2.28482369039644e-09,0
chrX,124505000,124510000,chrX,124510000,124515000,3,6.08000049022542e-14,0
chr8,98880000,98885000,chr8,98885000,98890000,3,1.67840724473224e-12,0
chr13,90340000,90345000,chr13,90345000,90350000,2,1.3690776111162e-10,0
chr10,131090000,131095000,chr10,131100000,131105000,1,8.7567604048759e-05,0
chr2,225815000,225820000,chr2,225825000,225830000,1,4.44362047251038e-05,0
chr3,109600000,109605000,chr3,109610000,109615000,1,2.68973810771712e-05,0
chr3,163790000,163795000,chr3,163795000,163800000,3,2.55701296357017e-14,0
chr9,128655000,128660000,chr9,128660000,128665000,4,8.65966131956457e-19,0
chr6,163825000,163830000,chr6,163835000,163840000,1,0.000289998852584609,0
chr14,82705000,82710000,chr14,82710000,82715000,3,1.31457878437476e-15,0
chrX,14965000,14970000,chrX,14970000,14975000,1,4.67046146999766e-05,0
chr1,71655000,71660000,chr1,71660000,71665000,1,5.28426331443426e-05,0
chr14,30825000,30830000,chr14,30830000,30835000,2,3.25417318169196e-09,0
chr13,106455000,106460000,chr13,106460000,106465000,4,1.81849722588281e-19,0
chr1,73020000,73025000,chr1,73030000,73035000,1,3.99827523400802e-05,0
chr22,35090000,35095000,chr22,35095000,35100000,3,5.76825941134216e-14,0
chrX,36880000,36885000,chrX,36890000,36895000,1,4.35355098795951e-05,0
chr6,1950000,1955000,chr6,1965000,1970000,1,0.000222571117061928,0
chrX,131615000,131620000,chrX,131620000,131625000,2,2.67222251522008e-09,0
chr9,33625000,33630000,chr9,33640000,33645000,1,6.89545075150016e-05,0
chr4,5730000,5735000,chr4,5740000,5745000,1,0.000125675603381195,0
chr4,107450000,107455000,chr4,107455000,107460000,1,1.95997836731193e-05,0
chr4,163270000,163275000,chr4,163275000,163280000,1,3.86997426914764e-06,0
chr2,945000,950000,chr2,950000,955000,1,2.39825246019112e-05,0
chr20,11280000,11285000,chr20,11290000,11295000,1,1.26106705704804e-05,0
chr3,79110000,79115000,chr3,79115000,79120000,3,7.23417156521639e-15,0
chr7,91390000,91395000,chr7,91395000,91400000,2,8.017786572505e-10,0
chr1,195375000,195380000,chr1,195380000,195385000,3,3.9554665330848e-14,0
chr12,105215000,105220000,chr12,105220000,105225000,3,1.83286167153535e-13,0
chrX,139100000,139105000,chrX,139105000,139110000,2,2.84445314551194e-10,0
chr1,87720000,87725000,chr1,87725000,87730000,3,8.69483938978583e-14,0
chr20,13225000,13230000,chr20,13235000,13240000,1,7.27488986420033e-05,0
chr11,115350000,115355000,chr11,115355000,115360000,3,1.20880063502438e-13,0
chr11,87135000,87140000,chr11,87140000,87145000,3,1.08194691603257e-12,0
chr5,147515000,147520000,chr5,147520000,147525000,3,5.62048556271608e-14,0
chr13,37760000,37765000,chr13,37765000,37770000,3,1.76648067135963e-14,0
chr18,74185000,74190000,chr18,74195000,74200000,1,3.26269686197041e-05,0
chr17,66210000,66215000,chr17,66215000,66220000,3,1.24517552178322e-13,0
chr12,38930000,38935000,chr12,38940000,38945000,1,6.78161831371834e-05,0
chr7,158230000,158235000,chr7,158235000,158240000,3,2.00382274037122e-13,0
chr4,173120000,173125000,chr4,173130000,173135000,1,4.67046146999872e-05,0
chr14,60500000,60505000,chr14,60505000,60510000,2,1.44174748220281e-10,0
chr2,199530000,199535000,chr2,199535000,199540000,2,1.0460882635545e-09,0
chr3,82395000,82400000,chr3,82400000,82405000,2,4.46319879897278e-10,0
chr5,111915000,111920000,chr5,111925000,111930000,1,0.000198898211561587,0
chr11,120415000,120420000,chr11,120420000,120425000,3,2.35108642078476e-13,0
chr4,69380000,69385000,chr4,69385000,69390000,1,1.8623982131186e-05,0
chrX,86040000,86045000,chrX,86045000,86050000,1,1.78650243338253e-05,0
chr4,108780000,108785000,chr4,108790000,108795000,1,4.7200830169299e-05,0
chr6,165355000,165360000,chr6,165360000,165365000,1,2.4320303088749e-05,0
chr3,167060000,167065000,chr3,167065000,167070000,2,8.38574396966152e-10,0
chr8,124865000,124870000,chr8,124875000,124880000,1,0.000108143798279726,0
chr2,187375000,187380000,chr2,187385000,187390000,1,0.000205934763675369,0
chr5,96490000,96495000,chr5,96505000,96510000,1,0.000285976829749288,0
chr11,83100000,83105000,chr11,83105000,83110000,2,3.56502114640953e-09,0
chr12,130595000,130600000,chr12,130600000,130605000,1,9.12326027577668e-05,0
chr18,41230000,41235000,chr18,41235000,41240000,3,1.44986870397406e-14,0
chr3,74015000,74020000,chr3,74025000,74030000,1,2.66888817041392e-05,0
chr22,42150000,42155000,chr22,42155000,42160000,2,5.03710722365119e-09,0
chr15,47740000,47745000,chr15,47745000,47750000,4,8.99590679520162e-18,0
chr6,50500000,50505000,chr6,50505000,50510000,1,0.000111345834252813,0
chrX,30370000,30375000,chrX,30375000,30380000,3,4.56686487255466e-14,0
chr1,96980000,96985000,chr1,96985000,96990000,4,4.40257275969121e-18,0
chr8,83420000,83425000,chr8,83425000,83430000,3,2.77751343130025e-14,0
chr5,177990000,177995000,chr5,178000000,178005000,1,0.000117337118101466,0
chr1,159540000,159545000,chr1,159545000,159550000,2,1.10858730494723e-10,0
chr12,14970000,14975000,chr12,14975000,14980000,2,1.6351621450678e-09,0
chrX,45960000,45965000,chrX,45970000,45975000,1,1.7514738723033e-05,0
chr19,37180000,37185000,chr19,37185000,37190000,2,6.03167363231675e-09,0
chr2,105785000,105790000,chr2,105790000,105795000,3,9.27818526563692e-13,0
chr12,28180000,28185000,chr12,28185000,28190000,4,6.27940302165341e-16,0
chr13,79250000,79255000,chr13,79255000,79260000,4,4.0669313066474e-19,0
chr3,40305000,40310000,chr3,40315000,40320000,1,6.40176355135492e-05,0
chr3,93870000,93875000,chr3,93880000,93885000,1,0.000120088832356703,0
chr1,70065000,70070000,chr1,70070000,70075000,2,2.21741093673512e-09,0
chr2,218835000,218840000,chr2,218840000,218845000,4,5.89174633905539e-19,0
chr2,234275000,234280000,chr2,234280000,234285000,4,3.0806572771795e-17,0
chr1,189130000,189135000,chr1,189135000,189140000,1,9.03695318375399e-05,0
chr7,78205000,78210000,chr7,78215000,78220000,1,0.000116186393975794,0
chr2,222890000,222895000,chr2,222900000,222905000,1,3.26603238079069e-05,0
chr1,68690000,68695000,chr1,68695000,68700000,4,1.98958350166961e-17,0
chr6,16690000,16695000,chr6,16695000,16700000,2,1.04695317672021e-08,0
chr2,40860000,40865000,chr2,40865000,40870000,2,5.42732767657882e-10,0
chr6,154590000,154595000,chr6,154595000,154600000,2,1.28306620985167e-08,0
chr2,217690000,217695000,chr2,217700000,217705000,1,0.000113292905769971,0
chr11,23730000,23735000,chr11,23735000,23740000,3,7.88240555964326e-14,0
chr15,74770000,74775000,chr15,74775000,74780000,4,8.85691775985195e-17,0
chr17,13475000,13480000,chr17,13490000,13495000,1,0.000155117673935847,0
chr11,80435000,80440000,chr11,80445000,80450000,1,0.000120080492353934,0
chr6,133280000,133285000,chr6,133290000,133295000,1,0.000195329873584467,0
chr1,1540000,1545000,chr1,1550000,1555000,1,0.000526238857876236,0
chr15,26270000,26275000,chr15,26275000,26280000,1,5.26633167594046e-05,0
chr2,146265000,146270000,chr2,146275000,146280000,1,6.82289894433554e-05,0
chrX,72895000,72900000,chrX,72900000,72905000,1,2.1551379645609e-05,0
chr18,4880000,4885000,chr18,4885000,4890000,3,2.20782949705485e-14,0
chr4,118490000,118495000,chr4,118495000,118500000,2,1.9834504214704e-09,0
chr3,115005000,115010000,chr3,115010000,115015000,1,7.1814898155677e-05,0
chrX,33365000,33370000,chrX,33370000,33375000,1,1.26106706230716e-05,0
chrX,72745000,72750000,chrX,72755000,72760000,1,4.22678682582893e-05,0
chr20,7345000,7350000,chr20,7350000,7355000,4,6.67137660825168e-20,0
chr5,50410000,50415000,chr5,50420000,50425000,1,4.50366671207341e-05,0
chr1,85250000,85255000,chr1,85260000,85265000,1,0.000139141962340618,0
chr5,121715000,121720000,chr5,121720000,121725000,3,2.86634316119166e-15,0
chr10,84375000,84380000,chr10,84380000,84385000,1,8.98441601798037e-05,0
chr3,182890000,182895000,chr3,182895000,182900000,1,0.000114702154394802,0
chr20,10965000,10970000,chr20,10970000,10975000,2,1.07692645796467e-09,0
chr18,69100000,69105000,chr18,69105000,69110000,2,3.02314746072044e-10,0
chr8,130505000,130510000,chr8,130520000,130525000,1,0.000279579219509837,0
chr6,75160000,75165000,chr6,75170000,75175000,1,4.1884231946808e-05,0
chr8,128465000,128470000,chr8,128470000,128475000,4,3.59671619990678e-17,0
chr11,2150000,2155000,chr11,2155000,2160000,1,3.24768466979894e-05,0
chr3,95320000,95325000,chr3,95325000,95330000,2,1.53714310980444e-10,0
chr2,195160000,195165000,chr2,195170000,195175000,1,2.73352337928218e-05,0
chr17,12690000,12695000,chr17,12695000,12700000,2,1.1346732546626e-09,0
chr17,4590000,4595000,chr17,4595000,4600000,2,1.21720731357135e-08,0
chrX,138455000,138460000,chrX,138460000,138465000,1,3.25644166445115e-05,0
chr8,63550000,63555000,chr8,63555000,63560000,1,4.59623830737462e-05,0
chrX,5440000,5445000,chrX,5445000,5450000,1,4.34354324138564e-05,0
chr1,69080000,69085000,chr1,69095000,69100000,1,7.73521693720256e-05,0
chr2,36050000,36055000,chr2,36055000,36060000,2,5.29845268560303e-09,0
chr1,106465000,106470000,chr1,106470000,106475000,1,4.54703410296016e-05,0
chr7,66630000,66635000,chr7,66635000,66640000,1,1.37616289766105e-05,0
chr2,183195000,183200000,chr2,183200000,183205000,2,3.45793364801475e-09,0
chrX,98370000,98375000,chrX,98375000,98380000,2,2.19778956904572e-10,0
chr6,169270000,169275000,chr6,169275000,169280000,2,6.95764079346887e-09,0
chr14,28970000,28975000,chr14,28975000,28980000,1,2.58340240393088e-05,0
chr8,14345000,14350000,chr8,14350000,14355000,3,7.42456756515149e-14,0
chr4,125130000,125135000,chr4,125135000,125140000,3,2.71921255807357e-14,0
chr2,70010000,70015000,chr2,70015000,70020000,4,5.95118624947818e-18,0
chr18,64885000,64890000,chr18,64895000,64900000,1,1.89492492782325e-05,0
chr9,90995000,91000000,chr9,91005000,91010000,1,7.1814898155677e-05,0
chr14,49790000,49795000,chr14,49795000,49800000,3,9.25646599327014e-15,0
chr3,93865000,93870000,chr3,93870000,93875000,3,1.73623890524782e-13,0
chr4,115120000,115125000,chr4,115125000,115130000,1,2.85236886744413e-05,0
chr12,18950000,18955000,chr12,18955000,18960000,3,4.07871452471041e-14,0
chr18,70220000,70225000,chr18,70225000,70230000,2,3.76866412005154e-10,0
chr5,84425000,84430000,chr5,84430000,84435000,1,3.60296558367584e-05,0
chr8,88510000,88515000,chr8,88515000,88520000,3,1.70005499218169e-14,0
chr16,65535000,65540000,chr16,65545000,65550000,1,8.42986855941818e-05,0
chr8,99390000,99395000,chr8,99395000,99400000,2,2.10562866471078e-08,0
chr9,108780000,108785000,chr9,108785000,108790000,3,4.68814593896089e-13,0
chr5,114195000,114200000,chr5,114200000,114205000,1,6.06150841185405e-05,0
chr4,118125000,118130000,chr4,118130000,118135000,1,3.13759690901359e-05,0
chr4,28330000,28335000,chr4,28340000,28345000,1,2.87113428446523e-05,0
chr4,19390000,19395000,chr4,19395000,19400000,1,2.2685641782538e-05,0
chr5,165440000,165445000,chr5,165445000,165450000,3,8.93910193960404e-15,0
chr3,54665000,54670000,chr3,54670000,54675000,1,1.13721375067653e-05,0
chrX,18725000,18730000,chrX,18730000,18735000,1,5.84509789834617e-05,0
chr7,34265000,34270000,chr7,34270000,34275000,3,8.74452239554387e-15,0
chr9,34660000,34665000,chr9,34670000,34675000,1,0.000361088800190835,0
chr18,33485000,33490000,chr18,33500000,33505000,1,0.000226010052083403,0
chr8,14785000,14790000,chr8,14790000,14795000,3,2.54924479019367e-14,0
chr2,160345000,160350000,chr2,160350000,160355000,3,1.59961443672282e-12,0
chr8,335000,340000,chr8,340000,345000,2,1.78260418688979e-09,0
chrX,81185000,81190000,chrX,81190000,81195000,1,3.64549896735646e-05,0
chr6,85170000,85175000,chr6,85180000,85185000,1,0.000129594640270722,0
chr12,79015000,79020000,chr12,79020000,79025000,1,3.16595284116576e-05,0
chr12,30550000,30555000,chr12,30555000,30560000,3,1.53827420639792e-12,0
chr3,149655000,149660000,chr3,149660000,149665000,2,1.36792793240601e-09,0
chr2,232470000,232475000,chr2,232480000,232485000,1,0.000234146641631536,0
chr18,24785000,24790000,chr18,24800000,24805000,1,0.000457980489117885,0
chr18,40615000,40620000,chr18,40620000,40625000,4,3.74910790657539e-20,0
chr3,16775000,16780000,chr3,16780000,16785000,1,6.83582447170456e-05,0
chr13,85125000,85130000,chr13,85130000,85135000,2,9.18988013811689e-11,0
chr4,45140000,45145000,chr4,45145000,45150000,2,2.18600880666474e-09,0
chr18,31915000,31920000,chr18,31920000,31925000,2,4.34415044333017e-10,0
chr13,104890000,104895000,chr13,104895000,104900000,2,1.52109723453172e-10,0
chrX,21560000,21565000,chrX,21570000,21575000,1,2.1392918347122e-05,0
chr3,133655000,133660000,chr3,133660000,133665000,2,5.93802446932671e-09,0
chr4,156845000,156850000,chr4,156850000,156855000,3,1.19471978973099e-13,0
chr10,122400000,122405000,chr10,122415000,122420000,1,6.88294158021517e-05,0
chr4,125915000,125920000,chr4,125920000,125925000,2,1.37505655571779e-09,0
chr6,93855000,93860000,chr6,93860000,93865000,1,4.56496389779844e-05,0
chr14,25690000,25695000,chr14,25695000,25700000,3,1.67372702264669e-14,0
chr11,48275000,48280000,chr11,48280000,48285000,3,1.29525083864704e-13,0
chrX,105805000,105810000,chrX,105815000,105820000,1,1.78483451274682e-05,0
chr4,168280000,168285000,chr4,168285000,168290000,2,1.06861851051065e-09,0
chr9,6960000,6965000,chr9,6965000,6970000,3,8.23275050522836e-14,0
chr17,52575000,52580000,chr17,52580000,52585000,2,1.92298813187592e-09,0
chr7,70665000,70670000,chr7,70675000,70680000,1,0.000149272754412575,0
chr10,54955000,54960000,chr10,54960000,54965000,3,2.75304034747572e-14,0
chr4,110505000,110510000,chr4,110510000,110515000,2,2.83085292435239e-09,0
chr12,90560000,90565000,chr12,90565000,90570000,2,4.22527129024852e-09,0
chr15,38010000,38015000,chr15,38015000,38020000,3,5.67316139051819e-14,0
chr6,10375000,10380000,chr6,10380000,10385000,4,2.74226319809011e-16,0
chr7,121270000,121275000,chr7,121280000,121285000,1,0.000161425285767353,0
chrX,38925000,38930000,chrX,38930000,38935000,3,2.93847355247707e-14,0
