chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1
chr5,27470000,27475000,chr5,27475000,27480000,1,3.57252551348791e-05,0
chr3,58875000,58880000,chr3,58880000,58885000,1,7.53734173180896e-05,0
chr11,39845000,39850000,chr11,39850000,39855000,2,1.28934099189693e-09,0
chr9,26885000,26890000,chr9,26890000,26895000,2,3.65761981216271e-09,0
chr4,15345000,15350000,chr4,15350000,15355000,2,2.44590910407662e-09,0
chr11,83075000,83080000,chr11,83080000,83085000,3,5.1815356308917e-13,0
chr17,52035000,52040000,chr17,52040000,52045000,1,9.01430124622687e-05,0
chr7,70525000,70530000,chr7,70530000,70535000,3,7.80496629061062e-15,0
chr16,34980000,34985000,chr16,34985000,34990000,1,1.8273372577435e-05,0
chr9,84930000,84935000,chr9,84935000,84940000,2,4.39522830609178e-09,0
chr13,113710000,113715000,chr13,113715000,113720000,1,1.99428480526493e-05,0
chr5,20550000,20555000,chr5,20555000,20560000,2,4.19112830048462e-10,0
chr18,33425000,33430000,chr18,33430000,33435000,1,8.43978125468216e-05,0
chr13,21775000,21780000,chr13,21780000,21785000,1,5.48736544199334e-05,0
chr4,91265000,91270000,chr4,91270000,91275000,4,4.26978919275037e-17,0
chr8,116335000,116340000,chr8,116340000,116345000,3,5.50298712477239e-14,0
chr14,49195000,49200000,chr14,49200000,49205000,1,6.79467976654308e-05,0
chrX,116540000,116545000,chrX,116545000,116550000,1,1.59733749991812e-05,0
chr16,26460000,26465000,chr16,26465000,26470000,2,8.09174135647439e-10,0
chr3,190755000,190760000,chr3,190760000,190765000,3,1.26750297325758e-12,0
chr2,81045000,81050000,chr2,81050000,81055000,1,3.97976777120804e-05,0
chrX,150890000,150895000,chrX,150895000,150900000,1,6.05121552642719e-05,0
chr16,59530000,59535000,chr16,59535000,59540000,1,3.32825834229597e-05,0
chr9,8945000,8950000,chr9,8950000,8955000,3,3.27298931627998e-15,0
chr19,51915000,51920000,chr19,51920000,51925000,2,6.04052641603282e-09,0
chr14,79830000,79835000,chr14,79835000,79840000,2,6.08004125565663e-10,0
chr2,105435000,105440000,chr2,105440000,105445000,3,1.49579352845532e-13,0
chr10,133110000,133115000,chr10,133115000,133120000,1,1.41452662759566e-05,0
chr1,106840000,106845000,chr1,106845000,106850000,1,4.24425437307599e-05,0
chr9,104790000,104795000,chr9,104795000,104800000,1,7.25819957865306e-05,0
chr5,28125000,28130000,chr5,28130000,28135000,2,1.21698826129114e-09,0
chrX,128320000,128325000,chrX,128325000,128330000,1,3.81877421754017e-05,0
chrX,69290000,69295000,chrX,69295000,69300000,2,6.27657908420806e-10,0
chrX,7305000,7310000,chrX,7310000,7315000,1,1.871750895905e-05,0
chr4,29895000,29900000,chr4,29900000,29905000,2,2.20468337550832e-08,0
chr11,125590000,125595000,chr11,125595000,125600000,2,1.77409730800713e-08,0
chr6,23320000,23325000,chr6,23325000,23330000,1,7.21696309960083e-05,0
chrX,73095000,73100000,chrX,73100000,73105000,2,4.00547432197531e-10,0
chr10,9565000,9570000,chr10,9570000,9575000,3,1.10013255501189e-15,0
chr3,173320000,173325000,chr3,173325000,173330000,4,3.74211402352292e-17,0
chr22,43095000,43100000,chr22,43100000,43105000,2,4.28146512490752e-09,0
chr7,50080000,50085000,chr7,50085000,50090000,2,2.70976851617401e-09,0
chr11,125570000,125575000,chr11,125575000,125580000,1,4.33228413538368e-05,0
chr5,89470000,89475000,chr5,89475000,89480000,3,1.07791653111295e-12,0
chr10,58600000,58605000,chr10,58605000,58610000,2,5.75605825583871e-10,0
chrX,85570000,85575000,chrX,85575000,85580000,2,6.70893767401014e-11,0
chr14,61045000,61050000,chr14,61050000,61055000,2,7.58166438398188e-09,0
chr14,32740000,32745000,chr14,32745000,32750000,3,1.38910059115957e-14,0
chr7,5015000,5020000,chr7,5020000,5025000,2,1.40069079297673e-09,0
chr1,240860000,240865000,chr1,240865000,240870000,1,7.71180203551417e-05,0
chr5,65400000,65405000,chr5,65405000,65410000,1,2.31985048332256e-05,0
chr22,33715000,33720000,chr22,33720000,33725000,3,8.55687548433422e-14,0
chr2,14960000,14965000,chr2,14965000,14970000,2,8.0058220620569e-10,0
chr3,79850000,79855000,chr3,79855000,79860000,4,2.16002651888739e-18,0
chr18,26045000,26050000,chr18,26050000,26055000,3,3.78511690245868e-14,0
chr8,31710000,31715000,chr8,31715000,31720000,1,1.8678169500336e-06,0
chr8,47380000,47385000,chr8,47385000,47390000,2,1.6677313448348e-10,0
chr3,34215000,34220000,chr3,34220000,34225000,2,3.57217059495014e-09,0
chr3,189735000,189740000,chr3,189740000,189745000,2,5.80276006127428e-09,0
chr7,68190000,68195000,chr7,68195000,68200000,2,4.82128948765836e-10,0
chr19,32170000,32175000,chr19,32175000,32180000,2,1.42842650791978e-09,0
chr8,51750000,51755000,chr8,51755000,51760000,1,2.76635999860792e-05,0
chr15,60505000,60510000,chr15,60510000,60515000,3,3.58989962524458e-13,0
chr8,30480000,30485000,chr8,30485000,30490000,1,4.0158529839715e-05,0
chr14,28045000,28050000,chr14,28050000,28055000,2,1.68544480537221e-09,0
chr7,53045000,53050000,chr7,53050000,53055000,2,7.69781934482081e-10,0
chr5,104105000,104110000,chr5,104110000,104115000,2,1.5617491706472e-09,0
chr7,53210000,53215000,chr7,53215000,53220000,2,2.52251945158211e-10,0
chr5,23890000,23895000,chr5,23895000,23900000,1,3.92597508151437e-06,0
chr3,87355000,87360000,chr3,87360000,87365000,2,3.28338200982272e-08,0
chr16,26210000,26215000,chr16,26215000,26220000,2,1.15471128629395e-09,0
chr18,39220000,39225000,chr18,39225000,39230000,1,4.68598829827461e-05,0
chr2,43845000,43850000,chr2,43850000,43855000,1,5.98261801563132e-05,0
chr2,138275000,138280000,chr2,138280000,138285000,2,1.51326503375854e-09,0
chr21,39210000,39215000,chr21,39215000,39220000,1,7.20506837805588e-05,0
chr1,93870000,93875000,chr1,93875000,93880000,3,1.8924740172593e-14,0
chr5,28205000,28210000,chr5,28210000,28215000,1,6.04764694529401e-05,0
chr13,96170000,96175000,chr13,96175000,96180000,1,0.000169716985184851,0
chrX,72640000,72645000,chrX,72645000,72650000,1,1.54063061685526e-05,0
chrX,42655000,42660000,chrX,42660000,42665000,1,9.6371893176104e-05,0
chr8,138885000,138890000,chr8,138890000,138895000,1,3.48330491481324e-05,0
chr20,16610000,16615000,chr20,16615000,16620000,2,7.06706878415792e-09,0
chr9,87810000,87815000,chr9,87815000,87820000,2,1.27875026779648e-08,0
chr6,78040000,78045000,chr6,78045000,78050000,1,7.92274208935317e-05,0
chr17,39795000,39800000,chr17,39805000,39810000,1,0.000135131150580469,0
chr15,91725000,91730000,chr15,91730000,91735000,3,1.19620315015378e-12,0
chr10,130865000,130870000,chr10,130870000,130875000,1,6.95923163854067e-05,0
chr10,57540000,57545000,chr10,57545000,57550000,1,3.06336983056215e-05,0
chr2,6260000,6265000,chr2,6265000,6270000,1,2.96344183343091e-05,0
chr7,2715000,2720000,chr7,2720000,2725000,1,2.55777871344245e-05,0
chr14,66930000,66935000,chr14,66935000,66940000,3,3.8346653862676e-13,0
chr7,100440000,100445000,chr7,100445000,100450000,3,1.36049754139576e-12,0
chr13,41300000,41305000,chr13,41305000,41310000,2,5.40260953611301e-09,0
chrX,62610000,62615000,chrX,62615000,62620000,1,1.68457905968826e-05,0
chr14,21955000,21960000,chr14,21960000,21965000,1,0.000101637235701051,0
chr1,85220000,85225000,chr1,85225000,85230000,1,0.00013375940188348,0
chr2,41675000,41680000,chr2,41680000,41685000,2,8.25009164744851e-09,0
chr9,27685000,27690000,chr9,27690000,27695000,1,1.24916448732255e-05,0
chrX,148430000,148435000,chrX,148435000,148440000,1,1.35147452044591e-05,0
chrX,31560000,31565000,chrX,31565000,31570000,1,7.23328840203199e-06,0
chr1,161960000,161965000,chr1,161965000,161970000,3,7.77424521718743e-13,0
chr11,64345000,64350000,chr11,64350000,64355000,2,6.1942153839476e-09,0
chr8,50150000,50155000,chr8,50155000,50160000,1,2.81949667806161e-05,0
chr1,168125000,168130000,chr1,168130000,168135000,2,2.13960744161936e-08,0
chr8,113125000,113130000,chr8,113130000,113135000,2,4.88160304765598e-09,0
chr4,135510000,135515000,chr4,135515000,135520000,3,3.01058597288635e-14,0
chr17,51285000,51290000,chr17,51290000,51295000,2,1.00665636394869e-09,0
chr5,31785000,31790000,chr5,31790000,31795000,3,1.09086138922569e-12,0
chrX,142620000,142625000,chrX,142625000,142630000,1,5.56773769151849e-06,0
chr20,59800000,59805000,chr20,59805000,59810000,1,1.65959620499242e-05,0
chr8,33625000,33630000,chr8,33630000,33635000,3,3.11457228235302e-13,0
chr1,247790000,247795000,chr1,247795000,247800000,1,7.23282292205907e-05,0
chr11,42055000,42060000,chr11,42060000,42065000,2,2.4534799737274e-10,0
chr13,43360000,43365000,chr13,43365000,43370000,4,2.04997923344739e-16,0
chrX,30845000,30850000,chrX,30850000,30855000,3,8.677710572031e-15,0
chrX,121540000,121545000,chrX,121545000,121550000,1,2.64343147675921e-05,0
chr16,61145000,61150000,chr16,61150000,61155000,1,2.3361091347869e-05,0
chr7,70585000,70590000,chr7,70590000,70595000,1,3.12641978032164e-05,0
chr2,10000,15000,chr2,15000,20000,4,8.82530068275585e-18,0
chr20,59335000,59340000,chr20,59340000,59345000,3,7.7466260570172e-16,0
chr7,109230000,109235000,chr7,109235000,109240000,1,2.38647031631017e-05,0
chrX,28835000,28840000,chrX,28840000,28845000,1,5.94574180037993e-05,0
chr10,65810000,65815000,chr10,65815000,65820000,4,8.88723966102979e-18,0
chrX,53790000,53795000,chrX,53795000,53800000,2,1.17690198302534e-10,0
chr11,79520000,79525000,chr11,79525000,79530000,3,8.28247399596426e-15,0
chr4,184220000,184225000,chr4,184230000,184235000,1,0.000253935635552185,0
chrX,88100000,88105000,chrX,88105000,88110000,1,8.89883390384231e-06,0
chr13,56090000,56095000,chr13,56095000,56100000,2,4.01238897045404e-10,0
chr11,7410000,7415000,chr11,7415000,7420000,4,5.86625410927442e-18,0
chr3,126715000,126720000,chr3,126720000,126725000,1,1.41573429327336e-06,0
chrX,109265000,109270000,chrX,109270000,109275000,3,2.27765090039077e-13,0
chr5,26895000,26900000,chr5,26900000,26905000,1,1.13019683532883e-05,0
chr2,137690000,137695000,chr2,137695000,137700000,2,3.99840551500547e-10,0
chrX,3365000,3370000,chrX,3370000,3375000,1,1.80830284602509e-05,0
chr1,181850000,181855000,chr1,181855000,181860000,2,8.28244616340609e-10,0
chrX,142130000,142135000,chrX,142135000,142140000,1,2.30874718181235e-05,0
chr14,106845000,106850000,chr14,106850000,106855000,1,8.75607290431035e-06,0
chr4,53325000,53330000,chr4,53330000,53335000,1,6.900178789425e-06,0
chr1,46965000,46970000,chr1,46970000,46975000,1,0.000128668859670504,0
chr15,24420000,24425000,chr15,24425000,24430000,1,7.38398082696433e-06,0
chr2,99880000,99885000,chr2,99885000,99890000,2,3.44923728728916e-09,0
chr12,61030000,61035000,chr12,61035000,61040000,3,7.93191668809859e-13,0
chrX,26655000,26660000,chrX,26660000,26665000,2,3.10938875347308e-10,0
chr5,49820000,49825000,chr5,49825000,49830000,1,2.04623282190706e-05,0
chr2,212590000,212595000,chr2,212595000,212600000,2,3.54403489453638e-08,0
chr2,13195000,13200000,chr2,13200000,13205000,3,1.04402443226316e-12,0
chrX,2725000,2730000,chrX,2730000,2735000,2,9.81929212421541e-11,0
chr2,232540000,232545000,chr2,232545000,232550000,4,6.17548597457452e-17,0
chr19,55645000,55650000,chr19,55650000,55655000,3,1.94097668009495e-13,0
chr2,830000,835000,chr2,835000,840000,1,0.000121239081095116,0
chr12,63940000,63945000,chr12,63945000,63950000,2,6.7247752598994e-10,0
chr1,194175000,194180000,chr1,194180000,194185000,3,8.02711257655701e-13,0
chr10,55385000,55390000,chr10,55390000,55395000,1,4.55394439327816e-05,0
chr4,46840000,46845000,chr4,46845000,46850000,1,3.83701485233846e-05,0
chr12,91665000,91670000,chr12,91670000,91675000,1,9.58881794344623e-05,0
chr4,80515000,80520000,chr4,80520000,80525000,2,8.4295375229417e-09,0
chr5,27715000,27720000,chr5,27720000,27725000,1,2.22428267385253e-05,0
chr1,930000,935000,chr1,935000,940000,3,2.7373914381917e-13,0
chr6,148985000,148990000,chr6,148990000,148995000,3,1.38133429021128e-13,0
chr17,32010000,32015000,chr17,32015000,32020000,3,2.55684500266238e-14,0
chr2,7835000,7840000,chr2,7840000,7845000,3,4.43728957127591e-13,0
chr8,85010000,85015000,chr8,85015000,85020000,1,7.16541643207177e-05,0
chr10,85490000,85495000,chr10,85495000,85500000,2,8.47994518652505e-10,0
chr4,112085000,112090000,chr4,112090000,112095000,1,5.52225967090618e-05,0
chr5,22705000,22710000,chr5,22710000,22715000,2,1.64215619244388e-10,0
chr6,30850000,30855000,chr6,30855000,30860000,2,6.01353201172299e-09,0
chr13,56680000,56685000,chr13,56685000,56690000,1,1.43752696935133e-05,0
chrX,18490000,18495000,chrX,18495000,18500000,1,6.22330365510271e-05,0
chr3,75245000,75250000,chr3,75250000,75255000,2,6.1600729753989e-09,0
chr3,88605000,88610000,chr3,88610000,88615000,1,1.18809405388629e-05,0
chr5,139710000,139715000,chr5,139715000,139720000,2,1.49394741212347e-08,0
chr17,11165000,11170000,chr17,11170000,11175000,3,4.95405013064143e-14,0
chr11,44565000,44570000,chr11,44570000,44575000,1,4.55235833211643e-05,0
chr1,23260000,23265000,chr1,23265000,23270000,2,9.38826604693454e-09,0
chr10,26360000,26365000,chr10,26365000,26370000,3,6.43113532970991e-14,0
chr1,105160000,105165000,chr1,105165000,105170000,2,1.94882915645444e-09,0
chr14,44955000,44960000,chr14,44960000,44965000,2,5.04020161048831e-09,0
chr13,94960000,94965000,chr13,94965000,94970000,2,5.08989113065402e-09,0
chr12,74115000,74120000,chr12,74120000,74125000,3,2.61150954806346e-14,0
chr2,132535000,132540000,chr2,132540000,132545000,1,1.0548511660754e-05,0
chr18,5450000,5455000,chr18,5455000,5460000,1,4.2684426564684e-05,0
chr22,34940000,34945000,chr22,34945000,34950000,1,6.66228306946965e-07,0
chr1,74070000,74075000,chr1,74075000,74080000,1,5.02501857467818e-05,0
chr6,86765000,86770000,chr6,86770000,86775000,1,7.55002810482436e-05,0
chr19,20445000,20450000,chr19,20450000,20455000,1,1.41650941792377e-05,0
chr5,146140000,146145000,chr5,146145000,146150000,3,5.61278311094606e-13,0
chr2,14510000,14515000,chr2,14515000,14520000,2,6.27089932002582e-10,0
chr12,14230000,14235000,chr12,14235000,14240000,1,2.16519709878592e-05,0
chr22,50330000,50335000,chr22,50335000,50340000,3,2.13894486943242e-13,0
chrX,80610000,80615000,chrX,80615000,80620000,1,2.14616279903003e-05,0
chrX,78565000,78570000,chrX,78570000,78575000,1,5.8294673785248e-06,0
chr4,86470000,86475000,chr4,86475000,86480000,2,1.00310862050987e-08,0
chr1,154460000,154465000,chr1,154465000,154470000,1,0.000175544491546415,0
chrX,31675000,31680000,chrX,31680000,31685000,3,1.16633713141699e-15,0
chr16,61285000,61290000,chr16,61290000,61295000,1,3.47854623257218e-05,0
chr1,114170000,114175000,chr1,114175000,114180000,1,1.77660783216869e-06,0
chr12,33610000,33615000,chr12,33615000,33620000,1,2.04623282190706e-05,0
chr2,31810000,31815000,chr2,31815000,31820000,1,7.08571836317255e-05,0
chr8,32670000,32675000,chr8,32675000,32680000,2,1.14245472513821e-08,0
chr15,48625000,48630000,chr15,48630000,48635000,2,2.60799245717832e-09,0
chr5,41100000,41105000,chr5,41105000,41110000,3,9.39720407791328e-13,0
chr10,22720000,22725000,chr10,22725000,22730000,2,2.05435146254255e-08,0
chr5,16060000,16065000,chr5,16065000,16070000,2,5.46385530237401e-10,0
chr4,88690000,88695000,chr4,88695000,88700000,2,2.09629483539262e-10,0
chr5,151605000,151610000,chr5,151610000,151615000,1,9.0265942996967e-05,0
chr11,24875000,24880000,chr11,24880000,24885000,2,4.21368789051161e-10,0
chrX,25690000,25695000,chrX,25695000,25700000,2,8.69038467284592e-11,0
chr6,153425000,153430000,chr6,153430000,153435000,3,3.4909400491309e-13,0
chrX,70885000,70890000,chrX,70890000,70895000,1,2.08231856114961e-05,0
chr19,17715000,17720000,chr19,17720000,17725000,2,7.51078506396148e-09,0
chr12,131555000,131560000,chr12,131560000,131565000,2,1.19160977073783e-08,0
chr15,90670000,90675000,chr15,90675000,90680000,3,6.71495374329183e-13,0
chr2,76905000,76910000,chr2,76910000,76915000,1,2.51733029953408e-05,0
chr3,179095000,179100000,chr3,179100000,179105000,3,2.57426280242701e-12,0
chr15,67900000,67905000,chr15,67905000,67910000,2,1.60299773583018e-08,0
chr12,38685000,38690000,chr12,38690000,38695000,1,8.96949727355824e-05,0
chr1,106970000,106975000,chr1,106975000,106980000,3,1.18519014613917e-15,0
chr3,4220000,4225000,chr3,4225000,4230000,3,6.29389428148914e-14,0
chr21,24165000,24170000,chr21,24170000,24175000,2,4.00961483884259e-10,0
chr5,170520000,170525000,chr5,170525000,170530000,1,0.0001048130929794,0
chrX,77815000,77820000,chrX,77820000,77825000,1,1.54102704112765e-05,0
chr9,94820000,94825000,chr9,94825000,94830000,4,2.79782491576762e-17,0
chr5,1150000,1155000,chr5,1155000,1160000,1,7.24471806430265e-05,0
chr3,78710000,78715000,chr3,78715000,78720000,4,5.8748803216696e-18,0
chr12,13790000,13795000,chr12,13795000,13800000,3,9.01500203994385e-13,0
chr2,117360000,117365000,chr2,117365000,117370000,1,2.16123170774679e-05,0
chr2,157625000,157630000,chr2,157630000,157635000,1,1.34631938673515e-05,0
chr1,243970000,243975000,chr1,243975000,243980000,2,2.75954650750978e-09,0
chr11,37095000,37100000,chr11,37100000,37105000,1,4.49684415670217e-05,0
chrX,146240000,146245000,chrX,146245000,146250000,2,1.44598235180041e-10,0
chrX,47880000,47885000,chrX,47885000,47890000,2,2.2799316382502e-09,0
chr9,11830000,11835000,chr9,11835000,11840000,1,5.32954928245579e-05,0
chr1,49410000,49415000,chr1,49415000,49420000,2,1.09894350636151e-08,0
chrX,147795000,147800000,chrX,147800000,147805000,2,2.02300978954951e-11,0
chr12,89585000,89590000,chr12,89595000,89600000,1,0.000370619654199998,0
chr10,87630000,87635000,chr10,87635000,87640000,2,3.2097552362579e-11,0
chr14,87445000,87450000,chr14,87450000,87455000,2,2.26521305284877e-09,0
chr2,4600000,4605000,chr2,4605000,4610000,3,6.29194553393752e-15,0
chr15,71960000,71965000,chr15,71965000,71970000,2,9.39642940653407e-09,0
chr21,23930000,23935000,chr21,23935000,23940000,2,5.56933685410061e-11,0
chrX,125215000,125220000,chrX,125220000,125225000,1,2.41502157628195e-05,0
chr21,20565000,20570000,chr21,20570000,20575000,1,2.00657776774102e-05,0
chr4,18490000,18495000,chr4,18495000,18500000,1,2.03235359361953e-05,0
chr1,104380000,104385000,chr1,104385000,104390000,2,3.53600520686811e-10,0
chr9,17195000,17200000,chr9,17200000,17205000,3,9.76924962944134e-14,0
chr20,45865000,45870000,chr20,45870000,45875000,2,3.99809246810903e-09,0
chr4,60315000,60320000,chr4,60320000,60325000,1,2.69577526475252e-05,0
chr3,106070000,106075000,chr3,106075000,106080000,2,4.7113264708948e-09,0
chr6,81800000,81805000,chr6,81805000,81810000,2,1.78527833841876e-08,0
chr9,139090000,139095000,chr9,139095000,139100000,2,2.09968512491023e-09,0
chrX,75470000,75475000,chrX,75475000,75480000,3,1.22085589504559e-15,0
chr13,109975000,109980000,chr13,109980000,109985000,2,3.35743478811131e-09,0
chr19,48860000,48865000,chr19,48865000,48870000,3,5.42599076859406e-13,0
chr4,121485000,121490000,chr4,121490000,121495000,3,3.79899814240046e-14,0
chr7,40125000,40130000,chr7,40130000,40135000,2,3.55258865203847e-08,0
